1 1 1 1 1 1 1 1 1 1 1
1 1 2 1 1 1 1 1 1 1 1
1 1 3 1 1 1 1 1 1 1 1
1 1 4 1 1 1 1 1 1 1 1
1 1 5 1 1 1 1 1 1 1 1
1 1 6 1 1 1 1 1 1 1 1
1 1 7 1 1 1 1 1 1 1 1
1 1 8 1 1 1 1 1 1 1 1
1 1 9 1 1 1 1 1 1 1 1
1 1 10 1 1 1 1 1 1 1 1
1 1 11 1 1 1 1 1 1 1 1
1 1 12 1 1 1 1 1 1 1 1
1 2 1 1 1 1 1 1 1 1 1
1 2 2 1 1 1 1 1 1 1 1
1 2 3 1 1 1 1 1 1 1 1
1 2 4 1 1 1 1 1 1 1 1
1 2 5 1 1 1 1 1 1 1 1
1 2 6 1 1 1 1 1 1 1 1
1 2 7 1 1 1 1 1 1 1 1
1 2 8 1 1 1 1 1 1 1 1
1 2 9 1 1 1 1 1 1 1 1
1 2 10 1 1 1 1 1 1 1 1
1 2 11 1 1 1 1 1 1 1 1
1 2 12 1 1 1 1 1 1 1 1
1 3 1 1 1 1 1 1 1 1 1
1 3 2 1 1 1 1 1 1 1 1
1 3 3 1 1 1 1 1 1 1 1
1 3 4 1 1 1 1 1 1 1 1
1 3 5 1 1 1 1 1 1 1 1
1 3 6 1 1 1 1 1 1 1 1
1 3 7 1 1 1 1 1 1 1 1
1 3 8 1 1 1 1 1 1 1 1
1 3 9 1 1 1 1 1 1 1 1
1 3 10 1 1 1 1 1 1 1 1
1 3 11 1 1 1 1 1 1 1 1
1 3 12 1 1 1 1 1 1 1 1
1 4 1 0.971738 0.941262 0.971142 0.941262 0.999765 0.941262 0.999756 0.941262
1 4 2 0.962733 0.941262 0.959347 0.941262 0.999745 0.941262 0.999698 0.941262
1 4 3 0.952432 0.941262 0.947318 0.941262 0.997547 0.941262 0.997113 0.941262
1 4 4 0.939764 0.941262 0.930922 0.941262 0.942638 0.941262 0.929991 0.941262
1 4 5 0.920987 0.941262 0.914255 0.941262 0.900853 0.941262 0.876687 0.941262
1 4 6 0.902228 0.941262 0.891233 0.941262 0.896299 0.941262 0.870465 0.941262
