-323.79 -0.137288 0.000122812 -0.780854 0.00120411 1.97243 9.98977e-05 0.0975173 -0.0966352
-313.79 -0.143987 0.000384912 -0.893519 0.00325604 1.97459 0.000313727 0.0902332 -0.112207
-303.79 -0.191253 0.000544815 -1.16598 0.00325718 1.97785 0.000448898 0.0753255 -0.175795
-293.79 0.24925 0.00049329 1.65587 0.00204219 1.99941 0.000399223 0.0211781 -0.248349
-283.79 0.288479 0.000476493 1.55461 0.0013603 2.00425 0.000333477 -0.00466937 -0.288442
-273.79 0.327547 0.00047984 1.54251 0.00113361 2.00373 0.000324566 -0.00926407 -0.327416
-263.79 0.361748 0.000457651 1.55214 0.000975106 2.00548 0.000297845 -0.00674825 -0.361685
-253.79 0.391426 0.000430639 1.58079 0.000943403 2.00424 0.000317716 0.00391214 -0.391407
-243.79 0.415539 0.000419331 1.61008 0.000839509 2.00367 0.000305715 0.0163214 -0.415219
-233.79 0.436593 0.000395061 1.64343 0.000816587 2.00286 0.000309984 0.0316818 -0.435442
-223.79 0.454741 0.00041294 309.547 0.000760231 2.0044 0.000301802 0.0453748 -0.452471
-213.79 0.473328 0.000425352 1.70183 0.000774725 2.00344 0.000323519 0.0618448 -0.46927
-203.79 0.490203 0.00042692 1.72634 0.000743467 2.00393 0.000334269 0.0759427 -0.484284
-193.79 0.500946 0.000388136 1.74979 0.000732282 2.0017 0.000318957 0.0891882 -0.492943
-183.79 0.505313 0.000384736 1.76893 0.000732011 2.00204 0.00031878 0.0994651 -0.495427
-173.79 -0.506375 0.00040591 -1.36103 0.000707547 2.00261 0.000336325 0.105445 -0.495275
-163.79 -0.500812 0.000406612 -1.35612 0.000726149 1.99944 0.000333942 0.10669 -0.489315
-153.79 -0.506437 0.00042259 -51.6226 0.000731611 2.00289 0.000343524 0.107384 -0.494921
-143.79 0.512317 0.000421799 1.77558 0.00075051 2.00167 0.00034176 0.104184 -0.501612
-133.79 -0.526122 0.000462565 -1.37833 0.000790483 2.00257 0.00036895 0.100635 -0.516408
-123.79 -0.539493 0.00044704 -1.39133 0.000797124 2.00144 0.000366697 0.0963038 -0.530828
-113.79 0.551925 0.000465019 1.73143 0.00074705 2.00073 0.000386386 0.0882784 -0.544819
-103.79 0.557702 0.00049837 1.71261 0.000785211 2.00007 0.000425565 0.0788264 -0.552103
-93.79 0.557139 0.000446873 1.67956 0.000806354 2.00084 0.000398517 0.0604751 -0.553847
-83.79 0.554022 0.000512909 1.63832 0.000867301 2.00302 0.000456136 0.0373791 -0.55276
-73.79 0.548578 0.000571343 1.60366 0.000906274 2.00107 0.000492774 0.0180271 -0.548282
