1 1 1 1 1 1 1 1 1 1 1
1 1 2 1 1 1 1 1 1 1 1
1 1 3 1 1 1 1 1 1 1 1
1 1 4 1 1 1 1 1 1 1 1
1 1 5 1 1 1 1 1 1 1 1
1 1 6 1 1 1 1 1 1 1 1
1 1 7 1 1 1 1 1 1 1 1
1 1 8 1 1 1 1 1 1 1 1
1 1 9 1 1 1 1 1 1 1 1
1 1 10 1 1 1 1 1 1 1 1
1 1 11 1 1 1 1 1 1 1 1
1 1 12 1 1 1 1 1 1 1 1
1 2 1 1 1 1 1 1 1 1 1
1 2 2 1 1 1 1 1 1 1 1
1 2 3 1 1 1 1 1 1 1 1
1 2 4 1 1 1 1 1 1 1 1
1 2 5 1 1 1 1 1 1 1 1
1 2 6 1 1 1 1 1 1 1 1
1 2 7 1 1 1 1 1 1 1 1
1 2 8 1 1 1 1 1 1 1 1
1 2 9 1 1 1 1 1 1 1 1
1 2 10 1 1 1 1 1 1 1 1
1 2 11 1 1 1 1 1 1 1 1
1 2 12 1 1 1 1 1 1 1 1
1 3 1 1 1 1 1 1 1 1 1
1 3 2 1 1 1 1 1 1 1 1
1 3 3 1 1 1 1 1 1 1 1
1 3 4 1 1 1 1 1 1 1 1
1 3 5 1 1 1 1 1 1 1 1
1 3 6 1 1 1 1 1 1 1 1
1 3 7 1 1 1 1 1 1 1 1
1 3 8 1 1 1 1 1 1 1 1
1 3 9 1 1 1 1 1 1 1 1
1 3 10 1 1 1 1 1 1 1 1
1 3 11 1 1 1 1 1 1 1 1
1 3 12 1 1 1 1 1 1 1 1
1 4 1 0.976107 0.964139 0.974863 0.964139 0.999831 0.964139 0.999801 0.964139
1 4 2 0.968066 0.964139 0.964525 0.964139 0.999799 0.964139 0.999721 0.964139
1 4 3 0.95779 0.964139 0.951463 0.964139 0.99782 0.964139 0.996904 0.964139
1 4 4 0.944638 0.964139 0.934896 0.964139 0.94611 0.964139 0.919252 0.964139
1 4 5 0.928619 0.964139 0.915279 0.964139 0.893953 0.964139 0.854926 0.964139
1 4 6 0.904498 0.964139 0.891597 0.964139 0.877214 0.964139 0.826802 0.964139
